220350,LA JOYA DE LOS SACHAS,22D01,25989,191,136
220351,ENOKANQUI,22D01,3232,76,42
220352,POMPEYA,22D01,1661,98,17
220353,SAN CARLOS,22D01,9404,104,91
220355,LAGO SAN PEDRO,22D01,2287,77,30
220450,LORETO,22D02,7677,95,81
220452,PUERTO MURIALDO,22D02,3934,190,21
220455,SAN VICENTE DE HUATICOCHA,22D02,1209,192,6
240150,SANTA ELENA,24D01,1803,546,3
240152,COLONCHE,24D01,40058,1147,35
240153,CHANDUY,24D01,20558,771,27
240154,MANGLARALTO,24D01,37167,425,88
240250,LA LIBERTAD,24D02,3718,151,25
240350,SALINAS,24D02,5880,466,13
240351,ANCONCITO,24D02,15052,15,1005
